,Message,Timestamp,Value,Geometry
185,loading stop,2019-03-22 19:06:34.140309,465000.0,POINT (4.25222222 52.11428333)
186,loading start,2019-03-22 21:08:28.288583,465000.0,POINT (4.25222222 52.11428333)
187,loading stop,2019-03-22 22:04:01.621917,470000.0,POINT (4.25222222 52.11428333)
188,loading start,2019-03-23 00:05:55.770191,470000.0,POINT (4.25222222 52.11428333)
189,loading stop,2019-03-23 01:01:29.103524,475000.0,POINT (4.25222222 52.11428333)
190,loading start,2019-03-23 03:03:23.251798,475000.0,POINT (4.25222222 52.11428333)
191,loading stop,2019-03-23 03:58:56.585131,480000.0,POINT (4.25222222 52.11428333)
192,loading start,2019-03-23 06:00:50.733406,480000.0,POINT (4.25222222 52.11428333)
193,loading stop,2019-03-23 06:56:24.066739,485000.0,POINT (4.25222222 52.11428333)
194,loading start,2019-03-23 08:58:18.215013,485000.0,POINT (4.25222222 52.11428333)
195,loading stop,2019-03-23 09:53:51.548346,490000.0,POINT (4.25222222 52.11428333)
196,loading start,2019-03-23 11:55:45.696620,490000.0,POINT (4.25222222 52.11428333)
197,loading stop,2019-03-23 12:51:19.029954,495000.0,POINT (4.25222222 52.11428333)
198,loading start,2019-03-23 14:53:13.178228,495000.0,POINT (4.25222222 52.11428333)
199,loading stop,2019-03-23 15:48:46.511561,500000.0,POINT (4.25222222 52.11428333)
